"State/UT","Year","Season","Pump Type","Agricultural Demand (%)","Industrial Demand (%)","Domestic Demand (%)","Total Demand (%)","Subsidy Impact Factor","Market Growth Rate (%)","Energy Efficiency Rating"
"Gujarat","2021","Summer","Surface Suction","19","43","44","106","14.803227375229","4.7842028269527","4"
"Gujarat","2021","Summer","Floating","19","47","41","107","2.8788382714446","4.5721579675516","3"
"Gujarat","2021","Monsoon","Submersible","38","56","57","151","1.3666820969121","3.5822484981448","4"
"Gujarat","2021","Monsoon","Surface Suction","53","28","39","120","1.841905064658","4.3202740967602","1"
"Gujarat","2021","Monsoon","Floating","43","31","22","96","7.4651962892552","4.3819598261726","1"
"Gujarat","2021","Winter","Submersible","42","41","25","108","6.258147884273","2.6265775225844","4"
"Gujarat","2021","Winter","Surface Suction","11","38","23","72","18.934674578468","1.6354348264225","2"
"Gujarat","2021","Winter","Floating","62","24","41","127","18.781141919344","1.0400927753433","4"
"Gujarat","2022","Summer","Submersible","31","45","53","129","7.4710960209536","1.3029336664744","1"
"Gujarat","2022","Summer","Surface Suction","58","54","23","135","18.725342788264","4.2519404493386","3"
"Gujarat","2022","Summer","Floating","10","19","55","84","14.514518207282","4.7034941250924","4"
"Gujarat","2022","Monsoon","Submersible","41","15","57","113","2.0378620174587","1.0499196533632","2"
"Gujarat","2022","Monsoon","Surface Suction","59","44","40","143","18.290973276971","3.6041258362526","3"
"Gujarat","2022","Monsoon","Floating","13","38","28","79","8.7676996006152","6.9775737191493","4"
"Gujarat","2022","Winter","Submersible","26","52","60","138","4.8404415996175","5.2843163402688","4"
"Gujarat","2022","Winter","Surface Suction","48","58","42","148","1.0003715364222","6.4691277599519","4"
"Gujarat","2022","Winter","Floating","42","55","24","121","1.5429033707916","6.4670097110805","3"
"Gujarat","2023","Summer","Submersible","59","12","52","123","13.457433371962","1.4868950712174","4"
"Gujarat","2023","Summer","Surface Suction","64","19","37","120","16.101806369913","5.9379028302506","3"
"Gujarat","2023","Summer","Floating","22","55","22","99","12.335672157051","5.4572889620076","4"
"Gujarat","2023","Monsoon","Submersible","36","55","27","118","1.3691743866716","3.2266776305808","1"
"Gujarat","2023","Monsoon","Surface Suction","15","52","44","111","6.6721357805809","6.1911600843869","1"
"Gujarat","2023","Monsoon","Floating","63","46","28","137","0.70015829613611","5.7242400700306","2"
"Gujarat","2023","Winter","Submersible","67","52","57","176","8.5520266740667","3.6552730888885","4"
"Gujarat","2023","Winter","Surface Suction","52","46","34","132","1.2801269321724","5.948459424082","2"
"Gujarat","2023","Winter","Floating","20","22","23","65","11.804653183018","3.4457971478779","3"
"Gujarat","2024","Summer","Submersible","63","33","23","119","4.2005869903256","2.6862284882862","3"
"Gujarat","2024","Summer","Surface Suction","23","47","20","90","18.480537408515","1.6712836992947","1"
"Gujarat","2024","Summer","Floating","14","58","29","101","18.850626150402","5.4806598372023","3"
"Gujarat","2024","Monsoon","Submersible","54","56","39","149","8.9240244195509","5.835067195707","1"
"Gujarat","2024","Monsoon","Surface Suction","13","21","46","80","10.300113194194","4.213322889278","1"
"Gujarat","2024","Monsoon","Floating","67","33","44","144","16.562336580127","2.2963606974686","3"
"Gujarat","2024","Winter","Submersible","41","14","55","110","12.644331955079","3.2411210613981","2"
"Gujarat","2024","Winter","Surface Suction","48","25","52","125","6.3721792552721","6.4213506605952","2"
"Gujarat","2024","Winter","Floating","60","54","54","168","6.9778015008365","4.1295963760681","1"
"Gujarat","2025","Summer","Submersible","51","32","36","119","6.8956284014529","3.7710608876507","2"
"Gujarat","2025","Summer","Surface Suction","66","31","28","125","3.2073081223949","5.0418725048494","1"
"Gujarat","2025","Summer","Floating","41","55","42","138","8.5921718426473","5.4437568933662","1"
"Gujarat","2025","Monsoon","Submersible","11","46","25","82","15.788643883904","2.7807200921191","2"
"Gujarat","2025","Monsoon","Surface Suction","42","39","36","117","8.2840185114366","5.394483188876","3"
"Gujarat","2025","Monsoon","Floating","23","19","55","97","2.3683007835186","2.2713659826407","3"
"Gujarat","2025","Winter","Submersible","23","48","38","109","6.7134766607812","5.496342716807","4"
"Gujarat","2025","Winter","Surface Suction","17","52","28","97","8.3155020704664","3.5736660005809","3"
"Gujarat","2025","Winter","Floating","12","19","59","90","14.042921923637","2.0301634462327","2"
"Haryana","2015","Summer","Submersible","43","22","20","85","12.628378424368","4.1950243984959","1"
"Haryana","2015","Summer","Surface Suction","57","58","48","163","8.7819113050166","6.8826134216222","1"
"Haryana","2015","Summer","Floating","16","22","24","62","15.296019449186","5.073386350467","2"
"Haryana","2015","Monsoon","Submersible","58","48","20","126","0.36248082091459","5.7565486814369","1"
"Haryana","2015","Monsoon","Surface Suction","68","12","34","114","17.712395284835","2.3314027647062","2"
"Haryana","2015","Monsoon","Floating","69","25","44","138","14.626330394066","5.1836525143231","4"
"Haryana","2015","Winter","Submersible","10","38","41","89","16.866523355758","3.9105679598772","3"
"Haryana","2015","Winter","Surface Suction","63","50","26","139","9.0258822605851","2.1006531784206","2"
"Haryana","2015","Winter","Floating","50","54","34","138","9.3261951228034","1.4541983638587","2"
"Haryana","2016","Summer","Submersible","66","49","37","152","18.035480570925","2.2208364549856","4"
"Haryana","2016","Summer","Surface Suction","17","31","25","73","7.7880987795775","4.2505657856054","4"
"Haryana","2016","Summer","Floating","24","37","64","125","9.0095714294119","4.0802092613495","2"
"Haryana","2016","Monsoon","Submersible","24","29","48","101","11.181185698932","2.9269729158157","3"
"Haryana","2016","Monsoon","Surface Suction","12","23","59","94","1.3742735544792","3.2174451965606","3"
"Haryana","2016","Monsoon","Floating","69","20","50","139","14.175313104583","1.0501820912611","3"
"Haryana","2016","Winter","Submersible","11","58","28","97","0.10626951336692","5.8269678545909","1"
"Haryana","2016","Winter","Surface Suction","65","24","44","133","11.620301867502","3.5564258657566","2"
"Haryana","2016","Winter","Floating","46","57","64","167","7.0040598218146","5.0648404889408","4"
"Haryana","2017","Summer","Submersible","26","44","56","126","4.1448459953776","5.2794152085","3"
"Haryana","2017","Summer","Surface Suction","16","37","28","81","6.9392531946912","3.3445309139778","2"
"Haryana","2017","Summer","Floating","26","25","42","93","12.108235150152","3.598978667891","2"
"Haryana","2017","Monsoon","Submersible","45","51","56","152","10.832928364335","5.5496037523364","4"
"Haryana","2017","Monsoon","Surface Suction","51","22","30","103","5.4188539663273","2.2135250831472","3"
"Haryana","2017","Monsoon","Floating","66","49","64","179","4.2982527407279","3.5491050572085","4"
"Haryana","2017","Winter","Submersible","19","53","30","102","3.7584076163065","1.4618300162852","2"
"Haryana","2017","Winter","Surface Suction","59","21","45","125","9.0155256777273","6.7509870140064","1"
"Haryana","2017","Winter","Floating","47","56","22","125","18.781369589006","4.8182456892002","1"
"Haryana","2018","Summer","Submersible","39","54","51","144","3.8185317014329","5.1678457533624","1"
"Haryana","2018","Summer","Surface Suction","36","45","26","107","5.2927005385071","4.9718136687632","3"
"Haryana","2018","Summer","Floating","24","13","51","88","15.217026618616","2.1263344341535","4"
"Haryana","2018","Monsoon","Submersible","67","46","39","152","7.366944275887","3.5940773584201","1"
"Haryana","2018","Monsoon","Surface Suction","46","31","25","102","8.3048194466808","6.3307846595375","3"
"Haryana","2018","Monsoon","Floating","14","55","25","94","8.5796986368178","2.2063909122997","4"
"Haryana","2018","Winter","Submersible","49","38","26","113","19.923153469976","5.9524939847437","2"
"Haryana","2018","Winter","Surface Suction","17","20","52","89","11.534047977155","1.4035354838042","4"
"Haryana","2018","Winter","Floating","36","29","31","96","6.5327849885182","5.4891034722931","4"
"Haryana","2019","Summer","Submersible","19","12","64","95","9.3165150644625","4.4269737917342","4"
"Haryana","2019","Summer","Surface Suction","22","58","54","134","0.4485177832411","3.1625609628489","3"
"Haryana","2019","Summer","Floating","63","20","49","132","6.2555597842071","4.9260520329563","3"
"Haryana","2019","Monsoon","Submersible","31","47","50","128","15.287067728729","4.7424585091841","4"
"Haryana","2019","Monsoon","Surface Suction","45","41","34","120","10.232714357902","1.0320769651262","3"
"Haryana","2019","Monsoon","Floating","25","14","40","79","8.0466991047467","3.3435616454907","4"
"Haryana","2019","Winter","Submersible","38","28","62","128","13.522507951766","1.8306129599764","1"
"Haryana","2019","Winter","Surface Suction","29","57","38","124","17.368215758828","3.2747659502539","2"
"Haryana","2019","Winter","Floating","64","37","24","125","12.66145306999","3.8157113639547","1"
"Haryana","2020","Summer","Submersible","21","59","23","103","17.220905990066","3.7670014075235","2"
"Haryana","2020","Summer","Surface Suction","34","23","30","87","18.984013863618","5.9969914112145","3"
"Haryana","2020","Summer","Floating","64","27","42","133","18.50094350686","4.7898610904974","3"
"Haryana","2020","Monsoon","Submersible","50","34","60","144","1.3960130922926","4.3281262586805","1"
"Haryana","2020","Monsoon","Surface Suction","16","13","20","49","3.5871202057848","5.2308348734234","2"
"Haryana","2020","Monsoon","Floating","59","56","36","151","16.747341595403","2.0183705714615","4"
"Haryana","2020","Winter","Submersible","59","57","52","168","12.193948503052","5.1978374177327","4"
"Haryana","2020","Winter","Surface Suction","49","29","49","127","18.204260697355","4.8341929534895","2"
"Haryana","2020","Winter","Floating","39","22","32","93","11.689995910616","6.002751705513","2"
"Haryana","2021","Summer","Submersible","45","35","30","110","11.856803610162","3.1295479652621","2"
"Haryana","2021","Summer","Surface Suction","29","17","48","94","8.466702883064","1.5073922685834","4"
"Haryana","2021","Summer","Floating","29","25","62","116","4.2246366294586","6.1779809881532","3"
"Haryana","2021","Monsoon","Submersible","65","57","46","168","14.748521715414","2.7191172935627","3"
"Haryana","2021","Monsoon","Surface Suction","18","44","39","101","4.3245401825556","5.1472708563192","3"
"Haryana","2021","Monsoon","Floating","64","17","34","115","16.947758611427","1.3743644115897","4"
"Haryana","2021","Winter","Submersible","69","48","31","148","16.339478145437","6.1152845274758","2"
"Haryana","2021","Winter","Surface Suction","38","28","30","96","15.788188438272","3.4973083530721","2"
"Haryana","2021","Winter","Floating","43","29","57","129","18.847669080046","1.4489272311698","3"
"Haryana","2022","Summer","Submersible","46","29","22","97","19.706076645746","1.9961309418572","4"
"Haryana","2022","Summer","Surface Suction","49","53","42","144","15.965863944184","2.9575235082469","4"
"Haryana","2022","Summer","Floating","38","39","29","106","5.1292612203353","3.1319184908433","1"
"Haryana","2022","Monsoon","Submersible","22","41","55","118","4.2101387933069","5.8541418417501","3"
"Haryana","2022","Monsoon","Surface Suction","27","47","43","117","3.0985062228689","1.4964210137091","2"
"Haryana","2022","Monsoon","Floating","40","20","47","107","12.344376117558","1.9358851821936","4"
"Haryana","2022","Winter","Submersible","47","19","59","125","6.0724787628768","2.8701389710902","4"
"Haryana","2022","Winter","Surface Suction","57","32","36","125","8.8349298327541","6.9054069954066","2"
"Haryana","2022","Winter","Floating","66","51","53","170","9.1686284826288","5.3500364577947","4"
"Haryana","2023","Summer","Submersible","27","21","59","107","13.284034261436","2.1954757264499","3"
"Haryana","2023","Summer","Surface Suction","64","48","32","144","19.789022619301","6.3371158662626","4"
"Haryana","2023","Summer","Floating","35","36","40","111","9.7878507481318","5.4498487110163","3"
"Haryana","2023","Monsoon","Submersible","21","53","57","131","16.764608421636","3.1684226744031","3"
"Haryana","2023","Monsoon","Surface Suction","57","27","35","119","6.5646621135668","3.7239394671982","1"
"Haryana","2023","Monsoon","Floating","41","49","32","122","17.79767452947","5.9071378339302","2"
"Haryana","2023","Winter","Submersible","28","22","45","95","17.392121649496","3.4166549993974","4"
"Haryana","2023","Winter","Surface Suction","48","17","44","109","14.832052389036","2.6764953050564","3"
"Haryana","2023","Winter","Floating","47","37","49","133","17.085215779947","3.9445900402742","2"
"Haryana","2024","Summer","Submersible","43","25","41","109","12.077019650806","4.4596840427783","3"
"Haryana","2024","Summer","Surface Suction","17","15","33","65","5.0559688803155","6.6333697602476","4"
"Haryana","2024","Summer","Floating","68","21","50","139","11.464463888992","3.0258958119954","4"
"Haryana","2024","Monsoon","Submersible","34","50","50","134","4.3641506910434","6.2444306398311","3"
"Haryana","2024","Monsoon","Surface Suction","31","13","32","76","12.469556610386","4.6016887631682","1"
"Haryana","2024","Monsoon","Floating","29","22","36","87","3.0409713484898","3.7499415675255","3"
"Haryana","2024","Winter","Submersible","22","26","43","91","9.7226097042985","6.5244379020558","1"
"Haryana","2024","Winter","Surface Suction","32","55","27","114","4.1508187241141","2.4288799219942","3"
"Haryana","2024","Winter","Floating","22","48","56","126","9.3259882587964","5.5634538547317","4"
"Haryana","2025","Summer","Submersible","64","11","37","112","10.258443295495","5.224499627928","1"
"Haryana","2025","Summer","Surface Suction","41","59","48","148","14.162436698013","3.8541269080658","3"
"Haryana","2025","Summer","Floating","30","39","40","109","0.90905000871592","4.879602663692","3"
"Haryana","2025","Monsoon","Submersible","61","24","28","113","9.3666037186763","5.6413164511893","1"
"Haryana","2025","Monsoon","Surface Suction","32","39","52","123","17.059639906612","6.5703010338178","3"
"Haryana","2025","Monsoon","Floating","10","53","54","117","15.07468140856","2.2930045532053","4"
"Haryana","2025","Winter","Submersible","24","21","52","97","15.467620955645","6.4897951904678","4"
"Haryana","2025","Winter","Surface Suction","17","36","31","84","7.5950304583863","5.8086746573377","2"
"Haryana","2025","Winter","Floating","60","20","58","138","2.509725935983","5.6366285179905","4"
"Himachal Pradesh","2015","Summer","Submersible","67","38","40","145","11.31563109682","6.5748683032701","2"
"Himachal Pradesh","2015","Summer","Surface Suction","31","59","57","147","0.38310971102506","5.9611513658365","2"
"Himachal Pradesh","2015","Summer","Floating","17","50","54","121","8.3716457106298","2.7550985528575","1"
"Himachal Pradesh","2015","Monsoon","Submersible","60","11","59","130","18.664101755186","2.5929784445744","1"
"Himachal Pradesh","2015","Monsoon","Surface Suction","15","28","57","100","5.9130908322497","4.7176955616695","1"
"Himachal Pradesh","2015","Monsoon","Floating","60","13","41","114","5.5492935944991","2.6896962526338","2"
"Himachal Pradesh","2015","Winter","Submersible","22","41","36","99","14.124923251105","4.7361372456988","2"
"Himachal Pradesh","2015","Winter","Surface Suction","28","44","59","131","6.2632640365955","6.0972052929274","2"
"Himachal Pradesh","2015","Winter","Floating","27","57","59","143","10.820057978553","6.9090744638026","4"
"Himachal Pradesh","2016","Summer","Submersible","25","59","23","107","3.969821492107","1.9893086593908","3"
"Himachal Pradesh","2016","Summer","Surface Suction","25","21","50","96","3.0094454201199","6.8084582887044","1"
"Himachal Pradesh","2016","Summer","Floating","43","12","43","98","9.4192050486947","4.9714817958221","2"
"Himachal Pradesh","2016","Monsoon","Submersible","29","49","29","107","3.5438500202238","2.7656004198227","3"
"Himachal Pradesh","2016","Monsoon","Surface Suction","67","36","35","138","15.684123487305","3.7743470614752","1"
"Himachal Pradesh","2016","Monsoon","Floating","62","53","45","160","14.342411369444","6.1367949940825","2"
"Himachal Pradesh","2016","Winter","Submersible","29","21","42","92","5.9014469852862","2.7931428115542","4"
"Himachal Pradesh","2016","Winter","Surface Suction","10","34","21","65","3.6926491469474","3.0526457251816","1"
"Himachal Pradesh","2016","Winter","Floating","29","58","41","128","3.4668610595056","3.9149045734758","4"
"Himachal Pradesh","2017","Summer","Submersible","47","24","34","105","8.6768784571049","1.9864331744733","1"
"Himachal Pradesh","2017","Summer","Surface Suction","67","14","25","106","18.048260665722","3.0637461193461","3"
"Himachal Pradesh","2017","Summer","Floating","32","13","46","91","18.63109828619","5.9258861037948","2"
"Himachal Pradesh","2017","Monsoon","Submersible","49","32","22","103","8.2171418368099","4.3634788540063","4"
"Himachal Pradesh","2017","Monsoon","Surface Suction","58","17","30","105","16.019614008067","1.6267271086009","1"
"Himachal Pradesh","2017","Monsoon","Floating","62","46","64","172","11.701568844124","2.3576515048996","3"
"Himachal Pradesh","2017","Winter","Submersible","57","11","20","88","13.99410412199","4.701664164307","3"
"Himachal Pradesh","2017","Winter","Surface Suction","37","53","31","121","17.462176855285","5.7369537905443","4"
"Himachal Pradesh","2017","Winter","Floating","63","37","49","149","5.1934167790083","6.8183417967879","1"
"Himachal Pradesh","2018","Summer","Submersible","65","56","53","174","1.0069905393871","1.3165915471576","4"
"Himachal Pradesh","2018","Summer","Surface Suction","10","31","59","100","19.788635315593","4.4466205352332","1"
"Himachal Pradesh","2018","Summer","Floating","51","51","40","142","14.903589907392","1.4586391662367","3"
"Himachal Pradesh","2018","Monsoon","Submersible","54","25","27","106","3.1660780021123","1.3107153323969","2"
"Himachal Pradesh","2018","Monsoon","Surface Suction","35","22","36","93","16.691819051905","3.15000794003","1"
"Himachal Pradesh","2018","Monsoon","Floating","15","44","33","92","7.619825473368","5.8504344333621","2"
"Himachal Pradesh","2018","Winter","Submersible","36","22","50","108","6.0657178169857","6.5953292705159","2"
"Himachal Pradesh","2018","Winter","Surface Suction","14","31","42","87","10.631443053735","1.195954364707","1"
"Himachal Pradesh","2018","Winter","Floating","35","29","25","89","3.2243762395025","4.9384576210039","2"
"Himachal Pradesh","2019","Summer","Submersible","13","26","33","72","16.897246549793","2.3438952751905","4"
"Himachal Pradesh","2019","Summer","Surface Suction","64","24","38","126","15.471442034614","1.2642422763308","3"
"Himachal Pradesh","2019","Summer","Floating","26","44","38","108","4.6296019182598","5.0881180794481","2"
"Himachal Pradesh","2019","Monsoon","Submersible","57","53","59","169","6.3930411058413","3.6290602999981","3"
"Himachal Pradesh","2019","Monsoon","Surface Suction","52","59","20","131","8.8823049299266","5.5001704728531","2"
"Himachal Pradesh","2019","Monsoon","Floating","67","23","56","146","1.4021627928251","3.3715558925869","4"
"Himachal Pradesh","2019","Winter","Submersible","49","25","47","121","18.144978887128","1.9377022572987","2"
"Himachal Pradesh","2019","Winter","Surface Suction","37","41","64","142","14.202295326746","1.5743743284664","4"
"Himachal Pradesh","2019","Winter","Floating","33","24","62","119","5.2468593356189","2.8783008703789","2"
"Himachal Pradesh","2020","Summer","Submersible","17","16","63","96","18.328410890641","4.8124861411715","1"
"Himachal Pradesh","2020","Summer","Surface Suction","25","44","49","118","15.047957646076","4.1877641101056","1"
"Himachal Pradesh","2020","Summer","Floating","62","38","58","158","14.629929280863","5.9468291056273","1"
"Himachal Pradesh","2020","Monsoon","Submersible","32","14","49","95","10.805930635806","6.0679954545413","2"
"Himachal Pradesh","2020","Monsoon","Surface Suction","53","13","48","114","18.301214650344","2.5070156052904","2"
"Himachal Pradesh","2020","Monsoon","Floating","24","49","51","124","5.4876921040517","6.4094980317224","2"
"Himachal Pradesh","2020","Winter","Submersible","57","12","61","130","0.12758086813181","6.8701287223411","4"
"Himachal Pradesh","2020","Winter","Surface Suction","13","26","60","99","4.2177245536158","6.1431499423575","4"
"Himachal Pradesh","2020","Winter","Floating","15","44","41","100","2.6480922699291","3.2935135118648","3"
"Himachal Pradesh","2021","Summer","Submersible","20","22","61","103","0.51539197528702","4.6211728390067","3"
"Himachal Pradesh","2021","Summer","Surface Suction","23","42","37","102","2.4077515757818","6.6311787008388","3"
"Himachal Pradesh","2021","Summer","Floating","19","28","24","71","6.1443283404254","4.2787512503687","2"
"Himachal Pradesh","2021","Monsoon","Submersible","34","37","53","124","3.418728048417","3.5088687289768","1"
"Himachal Pradesh","2021","Monsoon","Surface Suction","19","23","61","103","1.6825532451877","3.3586234453564","3"
"Himachal Pradesh","2021","Monsoon","Floating","50","34","33","117","3.1924980286433","3.0137396378675","2"
"Himachal Pradesh","2021","Winter","Submersible","44","20","30","94","16.603019659958","6.6895092267405","3"
"Himachal Pradesh","2021","Winter","Surface Suction","64","26","21","111","18.529275959124","3.5177642968409","2"
"Himachal Pradesh","2021","Winter","Floating","68","20","35","123","11.47899732138","3.3573706533591","1"
"Himachal Pradesh","2022","Summer","Submersible","68","35","35","138","0.22605073178045","5.7242317488956","3"
"Himachal Pradesh","2022","Summer","Surface Suction","56","57","61","174","11.767044419663","3.3861064865983","3"
"Himachal Pradesh","2022","Summer","Floating","63","11","45","119","5.5047836207402","5.2566331878038","3"
"Himachal Pradesh","2022","Monsoon","Submersible","17","16","59","92","1.8639223912539","3.4629747643633","3"
"Himachal Pradesh","2022","Monsoon","Surface Suction","26","26","55","107","16.346106244265","6.582390521016","4"
"Himachal Pradesh","2022","Monsoon","Floating","45","37","48","130","12.529140393539","2.7239602990534","3"
"Himachal Pradesh","2022","Winter","Submersible","25","23","29","77","13.255925484194","6.2238032889009","1"
"Himachal Pradesh","2022","Winter","Surface Suction","46","38","22","106","9.687823712017","5.1628333418045","4"
"Himachal Pradesh","2022","Winter","Floating","28","22","61","111","4.171767354821","2.7783520412517","3"
"Himachal Pradesh","2023","Summer","Submersible","61","38","39","138","14.678107540037","3.0793525588993","2"
"Himachal Pradesh","2023","Summer","Surface Suction","31","41","35","107","3.4258991564334","5.9641393289569","2"
"Himachal Pradesh","2023","Summer","Floating","54","28","42","124","16.057024179911","2.4791194338279","2"
"Himachal Pradesh","2023","Monsoon","Submersible","38","45","41","124","6.7462190830246","2.8714714332202","1"
"Himachal Pradesh","2023","Monsoon","Surface Suction","48","28","57","133","4.810631703603","5.0343030597502","1"
"Himachal Pradesh","2023","Monsoon","Floating","29","18","51","98","16.487008944987","3.3819529732448","4"
"Himachal Pradesh","2023","Winter","Submersible","32","20","56","108","1.6404737042294","1.2096354784359","4"
"Himachal Pradesh","2023","Winter","Surface Suction","43","22","61","126","8.8905650610032","4.0277141476462","4"
"Himachal Pradesh","2023","Winter","Floating","28","51","49","128","7.036100128207","5.570055257282","1"
"Himachal Pradesh","2024","Summer","Submersible","40","28","50","118","9.3536242496975","4.716339816199","4"
"Himachal Pradesh","2024","Summer","Surface Suction","19","11","21","51","6.6056933500417","4.3853909001072","4"
"Himachal Pradesh","2024","Summer","Floating","25","55","58","138","18.688660775069","5.1345259224894","1"
"Himachal Pradesh","2024","Monsoon","Submersible","20","30","23","73","12.063843312293","4.1416032829157","4"
"Himachal Pradesh","2024","Monsoon","Surface Suction","40","26","52","118","9.8446463036482","2.1700538826317","3"
"Himachal Pradesh","2024","Monsoon","Floating","37","51","26","114","5.0605268184051","6.1933742990332","4"
"Himachal Pradesh","2024","Winter","Submersible","28","35","30","93","19.583031102012","5.04303338962","1"
"Himachal Pradesh","2024","Winter","Surface Suction","12","21","22","55","13.529674990412","4.5654509638516","2"
"Himachal Pradesh","2024","Winter","Floating","58","25","21","104","11.507183462582","3.574374215816","2"
"Himachal Pradesh","2025","Summer","Submersible","37","34","51","122","4.5254486000637","5.1541258369265","4"
"Himachal Pradesh","2025","Summer","Surface Suction","42","22","60","124","13.044707062649","2.506480621991","2"
"Himachal Pradesh","2025","Summer","Floating","25","54","41","120","2.4401482715378","5.2082997133581","3"
"Himachal Pradesh","2025","Monsoon","Submersible","50","25","53","128","3.6690480230046","4.5648511765387","4"
"Himachal Pradesh","2025","Monsoon","Surface Suction","49","18","31","98","0.55687815154827","4.736393693757","1"
"Himachal Pradesh","2025","Monsoon","Floating","43","57","39","139","9.6542694615387","5.6647328030943","3"
"Himachal Pradesh","2025","Winter","Submersible","69","45","43","157","9.8519801044363","4.8004704414528","1"
"Himachal Pradesh","2025","Winter","Surface Suction","23","11","48","82","16.119578017352","4.5521010567344","4"
"Himachal Pradesh","2025","Winter","Floating","48","33","40","121","1.3878817180837","1.539261110417","2"
"Jharkhand","2015","Summer","Submersible","33","23","53","109","18.345361331554","3.4395432241568","4"
"Jharkhand","2015","Summer","Surface Suction","15","45","64","124","5.8670684288202","4.1528218441354","4"
"Jharkhand","2015","Summer","Floating","45","34","51","130","13.527221357454","5.0777990943709","2"
"Jharkhand","2015","Monsoon","Submersible","47","12","42","101","0.022241883923748","2.6317273563892","3"
"Jharkhand","2015","Monsoon","Surface Suction","14","13","40","67","12.674231995311","4.5607682962283","3"
"Jharkhand","2015","Monsoon","Floating","23","15","31","69","6.4706082497098","4.9903359340398","2"
"Jharkhand","2015","Winter","Submersible","16","55","51","122","16.268689646485","6.5455256476187","2"
"Jharkhand","2015","Winter","Surface Suction","56","53","53","162","6.3652408277145","6.3655907095385","3"
"Jharkhand","2015","Winter","Floating","49","23","34","106","17.824001461272","1.0818041434349","3"
"Jharkhand","2016","Summer","Submersible","26","37","38","101","2.9643492419865","1.5525925251975","4"
"Jharkhand","2016","Summer","Surface Suction","49","22","39","110","11.314899012266","4.0867679664394","2"
"Jharkhand","2016","Summer","Floating","34","40","41","115","13.325357229581","6.933013188335","3"
"Jharkhand","2016","Monsoon","Submersible","34","17","20","71","6.2983688917779","1.5798690057265","3"
"Jharkhand","2016","Monsoon","Surface Suction","48","56","43","147","8.0945012765932","1.5258990171679","4"
"Jharkhand","2016","Monsoon","Floating","44","29","22","95","16.249476420883","2.9616461460201","3"
"Jharkhand","2016","Winter","Submersible","10","26","21","57","13.450145253473","5.0931501355306","1"
"Jharkhand","2016","Winter","Surface Suction","57","42","22","121","14.77011757021","4.9997025092762","4"
"Jharkhand","2016","Winter","Floating","21","29","64","114","5.1348699261952","5.8245740178016","3"
"Jharkhand","2017","Summer","Submersible","63","28","57","148","1.8500087587793","5.682087176441","1"
"Jharkhand","2017","Summer","Surface Suction","69","31","47","147","8.8606741267524","4.7026356665719","2"
"Jharkhand","2017","Summer","Floating","52","28","27","107","2.5109957979695","6.780879684846","4"
"Jharkhand","2017","Monsoon","Submersible","60","35","42","137","11.711274575866","4.2482465254446","4"
"Jharkhand","2017","Monsoon","Surface Suction","65","28","58","151","19.50946056628","3.8449857776319","3"
"Jharkhand","2017","Monsoon","Floating","23","20","45","88","5.9133007854324","6.5952675361147","2"
"Jharkhand","2017","Winter","Submersible","52","28","25","105","5.0462385413937","2.8466254317589","2"
"Jharkhand","2017","Winter","Surface Suction","37","10","54","101","16.198488406058","4.4987813145975","2"
"Jharkhand","2017","Winter","Floating","56","16","30","102","18.15470866355","6.9793939377339","4"
"Jharkhand","2018","Summer","Submersible","35","47","31","113","7.1724316390718","6.4680351404718","2"
"Jharkhand","2018","Summer","Surface Suction","62","33","35","130","1.1376279555529","5.5991638973298","2"
"Jharkhand","2018","Summer","Floating","63","13","30","106","18.612849527039","5.0566301548861","2"
"Jharkhand","2018","Monsoon","Submersible","20","37","60","117","5.017581997814","1.7226840399794","4"
"Jharkhand","2018","Monsoon","Surface Suction","52","56","45","153","16.315388092702","3.8003685626077","1"
"Jharkhand","2018","Monsoon","Floating","45","23","33","101","1.2220933523926","3.995817676086","3"
"Jharkhand","2018","Winter","Submersible","25","55","49","129","18.820965200768","6.2359304330563","2"
"Jharkhand","2018","Winter","Surface Suction","65","34","57","156","7.7454882284968","4.9581416375828","4"
"Jharkhand","2018","Winter","Floating","63","47","42","152","8.2992087215936","5.3829548648938","1"
"Jharkhand","2019","Summer","Submersible","27","58","60","145","3.6103645678485","2.5748235107276","4"
"Jharkhand","2019","Summer","Surface Suction","59","47","46","152","6.7616881873252","1.7609441353025","1"
"Jharkhand","2019","Summer","Floating","69","43","23","135","14.687313529844","2.2529856129675","2"
"Jharkhand","2019","Monsoon","Submersible","13","10","26","49","11.904594654388","6.231478367683","3"
"Jharkhand","2019","Monsoon","Surface Suction","17","33","38","88","5.9093584925352","4.1798220461285","3"
"Jharkhand","2019","Monsoon","Floating","36","41","33","110","2.9672067457903","2.0325161947158","1"
"Jharkhand","2019","Winter","Submersible","25","44","50","119","11.913596483231","1.4836924310176","4"
"Jharkhand","2019","Winter","Surface Suction","55","35","58","148","10.049817536539","2.2046258485401","2"
"Jharkhand","2019","Winter","Floating","20","11","63","94","18.315764789083","3.1587645612718","2"
"Jharkhand","2020","Summer","Submersible","62","16","20","98","6.4619940333267","6.9264972345951","2"
"Jharkhand","2020","Summer","Surface Suction","54","15","25","94","12.066683924241","5.8101057591478","3"
"Jharkhand","2020","Summer","Floating","46","27","50","123","19.912756671896","1.0629618468397","2"
"Jharkhand","2020","Monsoon","Submersible","42","19","56","117","15.718505524178","4.7075893590778","3"
"Jharkhand","2020","Monsoon","Surface Suction","18","30","31","79","16.287735585375","2.6820085153085","2"
